id,year,brand,title,agency,current_outbound_url,query,best_score,best_video_url,best_video_title,best_thumbnail_url
2011-famous-speeches-collection-walls-editions-points,2011,EDITIONS POINTS,FAMOUS SPEECHES COLLECTION WALLS,MARCEL PARIS,https://www.adsoftheworld.com/campaign/editions-points-marcel-06-2011,FAMOUS SPEECHES COLLECTION WALLS EDITIONS POINTS 2011 case study,,,,
2011-heartbreaker-3-kaizers-orchestra,2011,KAIZERS ORCHESTRA,HEARTBREAKER<3,ANORAK OSLO,https://www.youtube.com/watch?v=_4fQwxYpzAE&ab_channel=AnorakOslo,HEARTBREAKER<3 KAIZERS ORCHESTRA 2011 case study,,,,
2011-iceberg-gate-cannon-fiat-group,2011,FIAT GROUP,"ICEBERG, GATE, CANNON",LEO BURNETT SÃO PAULO,https://www.adsoftheworld.com/campaign/fiat-leo-burnett-02-2011,"ICEBERG, GATE, CANNON FIAT GROUP 2011 case study",,,,
2011-insanity-taxes-lines-cinema-schauspielhaus-hamburg,2011,SCHAUSPIELHAUS HAMBURG,"INSANITY, TAXES, LINES, CINEMA",LEAGAS DELANEY HAMBURG,https://www.adsoftheworld.com/campaign/the-hamburg-theatre-leagas-delaney-06-2011,"INSANITY, TAXES, LINES, CINEMA SCHAUSPIELHAUS HAMBURG 2011 case study",,,,
2011-iraq-t-shirt-boys-marca-brasil-newspaper,2011,MARCA BRASIL NEWSPAPER,"IRAQ, T-SHIRT, BOYS",DDB SÃO PAULO,https://www.adsoftheworld.com/campaign/marca-ddb-06-2011,"IRAQ, T-SHIRT, BOYS MARCA BRASIL NEWSPAPER 2011 case study",,,,
2011-kurt-madonna-eminem-daft-monkey-week,2011,MONKEY WEEK,"KURT, MADONNA, EMINEM, DAFT",LEO BURNETT MADRID,https://www.adsoftheworld.com/campaign/monkey-week-leo-burnett-06-2011,"KURT, MADONNA, EMINEM, DAFT MONKEY WEEK 2011 case study",,,,
2011-models-sony-ericsson,2011,SONY ERICSSON,MODELS,DARE LONDON,https://www.youtube.com/watch?v=p2AP3VMAkpA&ab_channel=sonyericsson,MODELS SONY ERICSSON 2011 case study,,,,
2011-paper-pvc-plastic-plastic-bag-roll-of-aluminium-volkswagen,2011,VOLKSWAGEN,"PAPER, PVC PLASTIC, PLASTIC BAG, ROLL OF ALUMINIUM",ALMAPBBDO SÃO PAULO,https://www.adsoftheworld.com/campaign/volkswagen-bbdo-06-2011_0,"PAPER, PVC PLASTIC, PLASTIC BAG, ROLL OF ALUMINIUM VOLKSWAGEN 2011 case study",,,,
2011-photogenic-fibertel,2011,FIBERTEL,PHOTOGENIC,DON BUENOS AIRES,https://clios.com/awards/winner/film/photogenic-7276,PHOTOGENIC FIBERTEL 2011 case study,,,,
2011-prisoner-skinny-bear-gentleman-woman-gillette,2011,GILLETTE,"PRISONER, SKINNY, BEAR, GENTLEMAN, WOMAN",BBDO NEW YORK,https://www.adsoftheworld.com/campaign/gillette-bbdo-06-2011_0,"PRISONER, SKINNY, BEAR, GENTLEMAN, WOMAN GILLETTE 2011 case study",,,,
2011-puppets-magic-origami-volkswagen,2011,VOLKSWAGEN,"PUPPETS, MAGIC, ORIGAMI",ALMAPBBDO SÃO PAULO,https://www.adsoftheworld.com/campaign/volkswagen-bbdo-06-2011,"PUPPETS, MAGIC, ORIGAMI VOLKSWAGEN 2011 case study",,,,
2011-rainy-days-walkers,2011,WALKERS,RAINY DAYS,OMD LONDON,https://www.youtube.com/watch?v=bUkTV0Z4HMk&ab_channel=OMDUKLondon,RAINY DAYS WALKERS 2011 case study,,,,
2011-sausageflan-wasabimuffin-fishchocolate-ayudin-washing-up-liquid,2011,AYUDIN WASHING UP LIQUID,"SAUSAGEFLAN, WASABIMUFFIN, FISHCHOCOLATE",GREY BUENOS AIRES,https://www.adsoftheworld.com/campaign/ayudin-grey-05-2011,"SAUSAGEFLAN, WASABIMUFFIN, FISHCHOCOLATE AYUDIN WASHING UP LIQUID 2011 case study",,,,
2011-shave-sutra-gillette,2011,GILLETTE,SHAVE SUTRA,RK SWAMY BBDO MUMBAI,https://www.youtube.com/watch?v=ahFoFSnHadk&ab_channel=Kulzy,SHAVE SUTRA GILLETTE 2011 case study,,,,
2011-slide-kite-swing-active-life,2011,ACTIVE LIFE,"SLIDE, KITE, SWING",LATINWORKS AUSTIN,https://www.adsoftheworld.com/campaign/active-life-latinworks-06-2011,"SLIDE, KITE, SWING ACTIVE LIFE 2011 case study",,,,
2011-what-a-person-can-miss-a-machine-will-find-the-polish-federation-of-cancer-survivors,2011,THE POLISH FEDERATION OF CANCER SURVIVORS,WHAT A PERSON CAN MISS A MACHINE WILL FIND,HAVAS WARSAW,https://www.youtube.com/watch?v=sfDdAuitZjk&ab_channel=Havas,WHAT A PERSON CAN MISS A MACHINE WILL FIND THE POLISH FEDERATION OF CANCER SURVIVORS 2011 case study,,,,
2011-when-i-grow-up-faktum,2011,FAKTUM,WHEN I GROW UP,FORSMAN & BODENFORS STOCKHOLM,https://forsman.co/work/faktum/calendar-2011-when-i-grow-up,WHEN I GROW UP FAKTUM 2011 case study,,,,
2011-woman-bald-bear-santa-casa-da-misericordia,2011,SANTA CASA DA MISERICORDIA,"WOMAN, BALD, BEAR",Y&R SÃO PAULO,https://www.adsoftheworld.com/campaign/santa-casa-yr-05-2011,"WOMAN, BALD, BEAR SANTA CASA DA MISERICORDIA 2011 case study",,,,
2010-always-a-woman-john-lewis,2010,JOHN LEWIS,ALWAYS A WOMAN,ADAM&EVEDDB LONDON,https://adamandeveddb.com/work/john-lewis-and-partners-always-a-woman,ALWAYS A WOMAN JOHN LEWIS 2010 case study,,,,
2010-auto-insurance-nissan,2010,NISSAN,AUTO INSURANCE,TBWA SÃO PAULO,https://www.adsoftheworld.com/campaign/nissan-tbwa-06-2010_0,AUTO INSURANCE NISSAN 2010 case study,,,,
2010-car-safe-antique-midea,2010,MIDEA,"CAR, SAFE, ANTIQUE",OGILVY SHANGHAI,https://www.adsoftheworld.com/campaign/midea-ogilvy-06-2010,"CAR, SAFE, ANTIQUE MIDEA 2010 case study",,,,
2010-come-i-wish-to-see-you-masp,2010,MASP,COME. I WISH TO SEE YOU.,DDB SÃO PAULO,https://www.adsoftheworld.com/campaign/masp-ddb-02-2010,COME. I WISH TO SEE YOU. MASP 2010 case study,,,,
2010-doors-vip-magazine,2010,VIP MAGAZINE,DOORS,GREY SÃO PAULO,https://www.adsoftheworld.com/campaign/vip-magazine-grey-05-2009,DOORS VIP MAGAZINE 2010 case study,,,,
2010-find-music-the-fridge,2010,THE FRIDGE,FIND MUSIC,TBWA DUBAI,https://www.adsoftheworld.com/campaign/the-fridge-tbwa-06-2010,FIND MUSIC THE FRIDGE 2010 case study,,,,
2010-follow-the-white-rabbit-syfy,2010,SYFY,FOLLOW THE WHITE RABBIT,FALLON MINNEAPOLIS,https://www.catchaaron.com/syfy-channel-follow-the-white-rabbit,FOLLOW THE WHITE RABBIT SYFY 2010 case study,,,,
2010-go-back-suplicy-coffees,2010,SUPLICY COFFEES,GO BACK,SAATCHI & SAATCHI SÃO PAULO,https://www.adsoftheworld.com/campaign/cafe-suplicy-saatchi-saatchi-05-2010,GO BACK SUPLICY COFFEES 2010 case study,,,,
2010-gun-ring-watch-masterlock,2010,MASTERLOCK,"GUN, RING, WATCH",FOXP2 CAPE TOWN,https://www.adsoftheworld.com/campaign/master-lock-foxp2-11-2009,"GUN, RING, WATCH MASTERLOCK 2010 case study",,,,
2010-it-barely-leaves-a-trace-klunter-adhesive,2010,KLUNTER ADHESIVE,IT BARELY LEAVES A TRACE,Y&R BOGOTA,https://www.adsoftheworld.com/campaign/klunter-yr-04-2010,IT BARELY LEAVES A TRACE KLUNTER ADHESIVE 2010 case study,,,,
2010-josh-s-band-t-mobile,2010,T MOBILE,JOSH’S BAND,SAATCHI & SAATCHI LONDON,https://www.youtube.com/watch?v=jzRF10wwdvo,JOSH’S BAND T MOBILE 2010 case study,,,,
2010-life-s-hard-when-you-re-a-fat-dog-masterdog-light,2010,MASTERDOG LIGHT,LIFE’S HARD WHEN YOU’RE A FAT DOG,Y&R SANTIAGO,https://www.adsoftheworld.com/campaign/master-dog-yr-05-2010,LIFE’S HARD WHEN YOU’RE A FAT DOG MASTERDOG LIGHT 2010 case study,,,,
2010-mud-fedex,2010,FEDEX,MUD,BBDO MAKATI CITY,https://adsarchive.com/wp-content/uploads/2015/04/fedexmud.jpg,MUD FEDEX 2010 case study,,,,
2010-organo-elephant-vault-ford,2010,FORD,"ORGANO, ELEPHANT, VAULT",JWT BUENOS AIRES,https://www.adsoftheworld.com/campaign/ford-jwt-06-2010,"ORGANO, ELEPHANT, VAULT FORD 2010 case study",,,,
2010-out-of-this-world-lika-gum,2010,LIKA GUM,OUT OF THIS WORLD,ELEPHANT CAIRO,https://www.adsoftheworld.com/campaign/lika-gum-elephant-03-2010,OUT OF THIS WORLD LIKA GUM 2010 case study,,,,
2010-pig-calf-chicken-luftal-antacid,2010,LUFTAL ANTACID,"PIG, CALF, CHICKEN",TBWA SÃO PAULO,https://www.adsoftheworld.com/campaign/alcaluftal-tbwa-05-2010,"PIG, CALF, CHICKEN LUFTAL ANTACID 2010 case study",,,,
2010-polar-bear-plane-stupid,2010,PLANE STUPID,POLAR BEAR,MOTHER LONDON,https://www.youtube.com/watch?v=aMnzSvZP_kE,POLAR BEAR PLANE STUPID 2010 case study,,,,
2010-the-sooner-you-advertise-here-the-better-interbest-outdoor,2010,INTERBEST OUTDOOR,THE SOONER YOU ADVERTISE HERE THE BETTER.,Y&R AMSTERDAM,https://www.adsoftheworld.com/campaign/interbest-yr-06-2010,THE SOONER YOU ADVERTISE HERE THE BETTER. INTERBEST OUTDOOR 2010 case study,,,,
2010-unicorn-squirrel-bambi-deutscher-caritasverband,2010,DEUTSCHER CARITASVERBAND,"UNICORN, SQUIRREL, BAMBI",BBDO DUSSELDORF,https://www.adsoftheworld.com/campaign/caritas-bbdo-06-2010,"UNICORN, SQUIRREL, BAMBI DEUTSCHER CARITASVERBAND 2010 case study",,,,
2010-what-will-it-take-before-we-respect-the-planet-wwf,2010,WWF,WHAT WILL IT TAKE BEFORE WE RESPECT THE PLANET?,OGILVY PARIS,https://www.adsoftheworld.com/campaign/wwf-ogilvy-06-2010_0,WHAT WILL IT TAKE BEFORE WE RESPECT THE PLANET? WWF 2010 case study,,,,
2009-bagpiper-opera-singer-priest-honda,2009,HONDA,"BAGPIPER, OPERA SINGER, PRIEST",FISCHER LISBON,https://www.adsoftheworld.com/campaign/honda-fischer-06-2009,"BAGPIPER, OPERA SINGER, PRIEST HONDA 2009 case study",,,,
2009-barkeeper-skater-shower-ikea,2009,IKEA,"BARKEEPER, SKATER, SHOWER",GRABARZ & PARTNER HAMBURG,https://www.adsoftheworld.com/campaign/ikea-grabarz-partner-05-2009,"BARKEEPER, SKATER, SHOWER IKEA 2009 case study",,,,
2009-classroom-bus-stop-living-room-carl-zeiss,2009,CARL ZEISS,"CLASSROOM, BUS-STOP, LIVING ROOM",BBDO SINGAPORE,https://www.adsoftheworld.com/campaign/zeiss-bbdo-07-2009,"CLASSROOM, BUS-STOP, LIVING ROOM CARL ZEISS 2009 case study",,,,
2009-cop-tram-vespa,2009,VESPA,"COP, TRAM",SAATCHI & SAATCHI AUCKLAND,https://www.adsoftheworld.com/campaign/vespa-saatchi-saatchi-09-2008,"COP, TRAM VESPA 2009 case study",,,,
2009-gm-foods-car-wash-computer-economic-crises-subway-nuclear-greenpeace,2009,GREENPEACE,"GM FOODS, CAR WASH, COMPUTER, ECONOMIC CRISES, SUBWAY, NUCLEAR",DDB PARIS,https://www.adsoftheworld.com/campaign/greenpeace-ddb-05-2009,"GM FOODS, CAR WASH, COMPUTER, ECONOMIC CRISES, SUBWAY, NUCLEAR GREENPEACE 2009 case study",,,,
2009-multi-media-coke-machine-coca-cola,2009,COCA COLA,MULTI-MEDIA COKE MACHINE,SAPIENTNITRO MIAMI,https://cargo.teamgoodguys.com/Coca-Cola-Multi-Media-Vending,MULTI-MEDIA COKE MACHINE COCA COLA 2009 case study,,,,
2009-parking-the-ad-squatter-crowded-shelter-home-real-size-home-abbe-pierre-foundation,2009,ABBE PIERRE FOUNDATION,"PARKING, THE AD SQUATTER, CROWDED, SHELTER HOME, REAL SIZE HOME",BDDP & FILS PARIS,https://www.adsoftheworld.com/campaign/fondation-abbe-pierre-bddp-01-2009,"PARKING, THE AD SQUATTER, CROWDED, SHELTER HOME, REAL SIZE HOME ABBE PIERRE FOUNDATION 2009 case study",,,,
2009-pinky-collar-decrossifier-miller,2009,MILLER,"PINKY, COLLAR, DECROSSIFIER",SAATCHI & SAATCHI NEW YORK,https://mitchgage.cargo.site/Miller-High-Life,"PINKY, COLLAR, DECROSSIFIER MILLER 2009 case study",,,,
2009-purple-caterpillar-whale-cow-hugs-recipe-book-ben-jerry,2009,BEN & JERRY,"PURPLE CATERPILLAR, WHALE COW, HUGS, RECIPE BOOK",OGILVY SINGAPORE,https://www.adsoftheworld.com/campaign/ben-jerrys-ogilvy-07-2009,"PURPLE CATERPILLAR, WHALE COW, HUGS, RECIPE BOOK BEN & JERRY 2009 case study",,,,
2009-sofa-wardrobe-bed-ikea,2009,IKEA,"SOFA, WARDROBE, BED",DDB BERLIN,https://ricardowolff.com/IKEA-HALF-PRICE,"SOFA, WARDROBE, BED IKEA 2009 case study",,,,
2008-building-anando-milk,2008,ANANDO MILK,BUILDING,MCCANN MUMBAI,https://d3nuqriibqh3vw.cloudfront.net/styles/aotw_detail_ir/s3/images/anandomilkbuilding.jpg?itok=9vH-pWEk,BUILDING ANANDO MILK 2008 case study,0.1667,https://www.youtube.com/watch?v=WHTQf7UGMEE,Amul Case Study | The Biggest Milk Business In The World | Simplebooks,https://i.ytimg.com/vi/WHTQf7UGMEE/hqdefault.jpg
2008-eating-in-toilet-hong-kong-breastfeeding-mothers-association,2008,HONG KONG BREASTFEEDING MOTHERS’ ASSOCIATION,EATING IN TOILET,FCB SHANGHAI,https://storage.googleapis.com/adforum-media/12654353/FCBC_12550_12654353A.JPG,EATING IN TOILET HONG KONG BREASTFEEDING MOTHERS’ ASSOCIATION 2008 case study,,,,
2008-mms-amf-pension,2008,AMF PENSION,MMS,FORSMAN & BODENFORS GOTHENBURG,https://forsman.co/work/amf/mms,MMS AMF PENSION 2008 case study,,,,
2008-night-reflection-mcdonald-s,2008,MCDONALD’S,NIGHT REFLECTION,DDB SYDNEY,https://creativecriminals.com/pictures/hq/161/mcdonaldsnight1.jpg,NIGHT REFLECTION MCDONALD’S 2008 case study,,,,
2008-rob-lowe-orange,2008,ORANGE,ROB LOWE,MOTHER LONDON,https://www.youtube.com/watch?v=5i2N0_UPRxM,ROB LOWE ORANGE 2008 case study,,,,
2005-brick-wall-dscr-french-road-safety,2005,DSCR FRENCH ROAD SAFETY,BRICK WALL,LOWE PARIS,https://assets.lovethework.com/loc1/archive/2005/press/high/03606.jpg?Key-Pair-Id=K3KXIJDC8V1Z48&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTY2MTEzNDEwOX19LCJSZXNvdXJjZSI6Imh0dHBzOi8vYXNzZXRzLmxvdmV0aGV3b3JrLmNvbS9sb2MxL2FyY2hpdmUvMjAwNS9wcmVzcy9oaWdoLzAzNjA2LmpwZyJ9XX0&Signature=OrzJRREQYLCJ162tycL7JuP7NXMMmWG0SUTtylEV0Vt0E2IBxN185oNChTjYBldPvcdcuAa2lfUdx7qxcfITQz7klrXqNkX3xO3TITqn43RBEpbhebW6ovM%2FeI6Pi753K3YKzn1a%2BEVyUoTO80CnGjS5%2FTlOkFl4B%2BAAMi%2BaBIGt4hqMkLVgGG4FveCvghf6iZCb56lXGMYLJyiVY79D8CTNmWEZFTuT154CPHe%2BcYj%2BCDG1Exp7JoVHUGSdn%2Fvy8XuDWr8t8hkxFYsZPh8%2Bt3QkrmHdBjRsy8Vwk30vRgu4XomUJiZlyhyy8JynDD6994hfawKFaSbGqN%2BI8ncCGQ,BRICK WALL DSCR FRENCH ROAD SAFETY 2005 case study,,,,
2005-bunso-unicef,2005,UNICEF,BUNSO,BBDO MAKATI CITY,https://www.youtube.com/watch?v=yh6lz7zgGNY&ab_channel=ANRW,BUNSO UNICEF 2005 case study,,,,
2005-marie-inpes,2005,INPES,MARIE,FCB CLICHY,https://player.vimeo.com/video/105691925,MARIE INPES 2005 case study,,,,
2005-verne-troyer-orange,2005,ORANGE,VERNE TROYER,MOTHER LONDON,https://www.youtube.com/watch?v=UOzZs4krFKY&ab_channel=motherlondon,VERNE TROYER ORANGE 2005 case study,,,,
2004-court-stenographer-agf-financial-services,2004,AGF FINANCIAL SERVICES,COURT STENOGRAPHER,TBWA\TORONTO,https://www.youtube.com/watch?v=ywjOf030J-Y&ab_channel=davisatlas,COURT STENOGRAPHER AGF FINANCIAL SERVICES 2004 case study,,,,
2004-flight-attendant-agf-financial-services,2004,AGF FINANCIAL SERVICES,FLIGHT ATTENDANT,TBWA\TORONTO,https://www.youtube.com/watch?v=GLWNfkTv-to&ab_channel=BenjaminPadero,FLIGHT ATTENDANT AGF FINANCIAL SERVICES 2004 case study,,,,
2004-try-k2r-k2r,2004,K2R,TRY K2R,TBWA\PARIS BOULOGNE-BILLANCOURT,https://www.youtube.com/watch?v=ibTxMvCZpFI&amp;ab_channel=GCCarvalho,TRY K2R K2R 2004 case study,,,,
2004-village-aides,2004,AIDES,VILLAGE,TBWA\PARIS BOULOGNE-BILLANCOURT,https://www.youtube.com/watch?v=ibTxMvCZpFI&ab_channel=GCCarvalho,VILLAGE AIDES 2004 case study,,,,
2003-bruised-ambassadors-nz-women-s-refuge,2003,NZ WOMEN’S REFUGE,BRUISED AMBASSADORS,SAATCHI & SAATCHI AUCKLAND,https://d26eb5y2jukpbz.cloudfront.net/ebs/archive/2003/media/03374A_a.jpg,BRUISED AMBASSADORS NZ WOMEN’S REFUGE 2003 case study,,,,
2003-live-fast-die-a-senior-citizen-rolling-stone,2003,ROLLING STONE,"LIVE FAST, DIE A SENIOR CITIZEN",BBH NEW YORK,https://storage.googleapis.com/adforum-media/30113/BARB_12048_0030113A.JPG,"LIVE FAST, DIE A SENIOR CITIZEN ROLLING STONE 2003 case study",,,,
2003-streaker-bilbao-athletic-club,2003,BILBAO ATHLETIC CLUB,STREAKER,DIMENSION SAN SEBASTIAN,http://www.papik.es/en/portfolio/athletic-club-streaker/,STREAKER BILBAO ATHLETIC CLUB 2003 case study,,,,
2003-wimbledon-2002-ibm,2003,IBM,WIMBLEDON 2002,OGILYONE LONDON,https://www.youtube.com/watch?v=ipAC-xBbVOc,WIMBLEDON 2002 IBM 2003 case study,,,,
2002-aids-help-vienna-aids-foundation,2002,AIDS FOUNDATION,AIDS HELP VIENNA,PALLA KOBLINGER PROXIMITY VIENNA,https://www.youtube.com/watch?v=ukVCbNt9FpY&ab_channel=ElisaR.,AIDS HELP VIENNA AIDS FOUNDATION 2002 case study,,,,
2002-always-have-the-last-word-the-economist,2002,THE ECONOMIST,ALWAYS HAVE THE LAST WORD,OGILVY & MATHER ADVERTISING HONG KONG,https://d26eb5y2jukpbz.cloudfront.net/ebs/archive/2002/media/02216A_b.jpg,ALWAYS HAVE THE LAST WORD THE ECONOMIST 2002 case study,,,,
2002-audi-a4-avant-audi,2002,AUDI,AUDI A4 AVANT,DOUBLEYOU BARCELONA,https://d26eb5y2jukpbz.cloudfront.net/ebs/archive/2002/media/02112N.jpg,AUDI A4 AVANT AUDI 2002 case study,,,,
2002-forever-estrella-damm-beer,2002,ESTRELLA DAMM BEER,FOREVER,TANDEM DDB MADRID,https://www.youtube.com/watch?v=b0KFxIi_jME,FOREVER ESTRELLA DAMM BEER 2002 case study,,,,
2002-one-in-four-womankind,2002,WOMANKIND,ONE IN FOUR,RAINEY KELLY CAMPBELL ROALFE/Y&R LONDON,https://www.adforum.com/creative-work/ad/player/20749/one-in-four/womankind,ONE IN FOUR WOMANKIND 2002 case study,,,,
2001-adidas-beat-rugby-i-adidas,2001,ADIDAS,ADIDAS BEAT RUGBY I,SAATCHI & SAATCHI NEW ZEALAND WELLINGTON,https://d26eb5y2jukpbz.cloudfront.net/ebs/archive/osi/2001/media/010018N_b.jpg,ADIDAS BEAT RUGBY I ADIDAS 2001 case study,,,,
2001-kiss-on-the-bus-smint,2001,SMINT,KISS ON THE BUS,TANDEM CAMPMANY GUASCH DDB BARCELONA,https://www.adforum.com/creative-work/ad/player/14665/bus-opened-doors/smint,KISS ON THE BUS SMINT 2001 case study,,,,
2000-jukka-bros-xmas-story-mtv-networks,2000,MTV NETWORKS,JUKKA BROS / XMAS STORY,FALLON NEW YORK,https://www.youtube.com/watch?v=qp7LaVl6ons&ab_channel=LakshmipathyBhat,JUKKA BROS / XMAS STORY MTV NETWORKS 2000 case study,,,,
2000-lyrebird-forestry-stewardship-commission,2000,FORESTRY STEWARDSHIP COMMISSION,LYREBIRD,SAATCHI & SAATCHI EMEA,https://www.youtube.com/watch?v=0uDk-EYGY3I&ab_channel=MindlessShelfIndulgence,LYREBIRD FORESTRY STEWARDSHIP COMMISSION 2000 case study,,,,
2000-window-camel,2000,CAMEL,WINDOW,MCCANN LONDON,https://www.youtube.com/watch?v=sZoMxFiPAyA&ab_channel=TheHallofAdvertising,WINDOW CAMEL 2000 case study,,,,
1999-the-child-in-the-crowd-france-telecom,1999,FRANCE TELECOM,THE CHILD IN THE CROWD,CLM/BBDO PARIS,https://www.youtube.com/watch?v=cbTAsUSpcQI,THE CHILD IN THE CROWD FRANCE TELECOM 1999 case study,,,,
1997-internet-telenordia,1997,TELENORDIA,INTERNET,GARBERS ANNONSBYRA,https://www.youtube.com/watch?v=zFdwYDmiL4M&ab_channel=rocketraccoon20,INTERNET TELENORDIA 1997 case study,,,,
1996-elephant-nestle-co,1996,NESTLE CO,ELEPHANT,AMMIRATI PURIS LINTAS AMSTERDAM,https://www.youtube.com/watch?v=qVZK1OWtqwY&ab_channel=DoniAmaro,ELEPHANT NESTLE CO 1996 case study,,,,
1996-gecko-bosch-wiper-blades,1996,BOSCH WIPER BLADES,GECKO,Y&R JOHANNESBURG,https://www.youtube.com/watch?v=Gu7KEFr-6Hc&ab_channel=TheLouBuford,GECKO BOSCH WIPER BLADES 1996 case study,,,,
1996-idols-swf-television,1996,SWF TELEVISION,IDOLS,OGILVY & MATHER,https://www.youtube.com/watch?v=877cHKgLRzA&ab_channel=rocketraccoon19,IDOLS SWF TELEVISION 1996 case study,,,,
1990-nutrition-ricegrowers-co-ip,1990,RICEGROWERS CO-IP,NUTRITION,CLEMENGER BBDO MELBOURNE,https://www.youtube.com/watch?v=jYo7NR1LJYE&ab_channel=SunRice,NUTRITION RICEGROWERS CO-IP 1990 case study,,,,
1978-la-copieuse-waterman,1978,WATERMAN,LA COPIEUSE,BENTON & BOWLES,https://www.adforum.com/creative-work/ad/player/33194/the-graduate/waterman,LA COPIEUSE WATERMAN 1978 case study,,,,
