case_name,year,outbound_url,audited_url,final_url
AUKTYON ON THE SUN,2017,https://clios.com/music/winner/innovation/auktyon-band/on-the-sun-21977,https://clios.com/music/winner/innovation/auktyon-band/on-the-sun-21977,https://clios.com/music/winner/innovation/auktyon-band/on-the-sun-21977
BRAD IS SINGLE,2017,https://www.youtube.com/watch?v=EKgclrmuJmM&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=EKgclrmuJmM&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=EKgclrmuJmM&ab_channel=TheTravelAwards
BRADSHAW STAIN,2017,https://javiercampopiano.squarespace.com/tide-bradshaw-stain,https://javiercampopiano.squarespace.com/tide-bradshaw-stain,https://javiercampopiano.squarespace.com/tide-bradshaw-stain
BUY BACK THE BLOCK,2017,,https://clios.com/awards/winner/brand-partnerships-collaborations/checkers-rally-s/buy-back-the-block-22111,https://clios.com/awards/winner/brand-partnerships-collaborations/checkers-rally-s/buy-back-the-block-22111
"DARWIN, EINSTEIN, MOZART",2017,https://www.sarshadrakeford.com/autism-nz-radio,https://www.sarshadrakeford.com/autism-nz-radio,https://www.sarshadrakeford.com/autism-nz-radio
#DONOTABANDON,2017,https://www.youtube.com/watch?v=CLn5GhTdY2c&ab_channel=DemusMC,https://www.youtube.com/watch?v=CLn5GhTdY2c&ab_channel=DemusMC,https://www.youtube.com/watch?v=CLn5GhTdY2c&ab_channel=DemusMC
DOORS OF THRONES,2017,https://www.youtube.com/watch?v=5KN99jVU8BI&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=5KN99jVU8BI&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=5KN99jVU8BI&ab_channel=TheTravelAwards
DOWN SYNDROME ANSWERS,2017,http://fcbtoronto.com/our-work/down-syndrome-answers/,http://fcbtoronto.com/our-work/down-syndrome-answers/,http://www.fcbtoronto.com/our-work/down-syndrome-answers/
EPIDEMICS + CATASTROPHE + DEFORESTATION + EDUCATION,2017,https://www.jesusmorilla.com/opel-load,https://www.jesusmorilla.com/opel-load,https://www.jesusmorilla.com/opel-load
EVERY SPEED HAS A CONSEQUENCE,2017,https://clios.com/awards/winner/film/transport-accident-commission-victoria/every-speed-has-a-consequence-25727,https://clios.com/awards/winner/film/transport-accident-commission-victoria/every-speed-has-a-consequence-25727,https://clios.com/awards/winner/film/transport-accident-commission-victoria/every-speed-has-a-consequence-25727
EVERYTHING IN BLACK & WHITE,2017,https://lobo.cx/leica-everything-in-black-and-white/,https://lobo.cx/leica-everything-in-black-and-white/,https://lobo.cx/leica-everything-in-black-and-white
FIRECRACKER,2017,https://www.bestadsontv.com/ad/87354/KFC-Australia-Firecracker,https://www.bestadsontv.com/ad/87354/KFC-Australia-Firecracker,https://www.bestadsontv.com/ad/87354/KFC-Australia-Firecracker
FUNERAL FOR KENT,2017,https://www.youtube.com/watch?v=4VET8zkQsGM&ab_channel=SonyMusicLearning,https://www.youtube.com/watch?v=4VET8zkQsGM&ab_channel=SonyMusicLearning,https://www.youtube.com/watch?v=4VET8zkQsGM&ab_channel=SonyMusicLearning
GIRLS OF PARADISE,2017,https://clios.com/awards/winner/audio/mouvement-du-nid/girls-of-paradise-13503,https://clios.com/awards/winner/audio/mouvement-du-nid/girls-of-paradise-13503,https://clios.com/awards/winner/audio/mouvement-du-nid/girls-of-paradise-13503
GIVE A BEEP,2017,,https://www.hannastenwall.com/projects/give-a-beep,https://www.hannastenwall.com/projects/give-a-beep
#GIVEHER5,2017,https://www.youtube.com/watch?v=T6PKddieRC0&ab_channel=Revolt,https://www.youtube.com/watch?v=T6PKddieRC0&ab_channel=Revolt,https://www.youtube.com/watch?v=T6PKddieRC0&ab_channel=Revolt
GLITCH,2017,https://www.wojciechzalot.com/adidas-glitch,https://www.wojciechzalot.com/adidas-glitch,https://www.wojciechzalot.com/adidas-glitch
HIDDEN KIDS,2017,https://ricardowolff.com/VOLKSWAGEN-HIDDEN-KIDS,https://ricardowolff.com/VOLKSWAGEN-HIDDEN-KIDS,https://ricardowolff.com/VOLKSWAGEN-HIDDEN-KIDS
HOME,2017,https://www.thedrum.com/creative-works/project/black-sheep-unhcr-home,https://www.thedrum.com/creative-works/project/black-sheep-unhcr-home,https://www.thedrum.com/creative-works/project/black-sheep-unhcr-home
HUMAN BY DESIGN,2017,http://www.emchao.com/portfolio/hxd/,http://www.emchao.com/portfolio/hxd/,https://emchao.com/portfolio/hxd
"I’M ADA, I CAN HELP",2017,https://clios.com/health/winner/digital-mobile-health-wellness/ada-health-inc-/i-m-ada-i-can-help-33646,https://clios.com/health/winner/digital-mobile-health-wellness/ada-health-inc-/i-m-ada-i-can-help-33646,https://clios.com/health/winner/digital-mobile-health-wellness/ada-health-inc-/i-m-ada-i-can-help-33646
IKEA RESPONDS TO BALENCIAGA,2017,https://www.tiagopinho.work/#/ikea/,https://www.tiagopinho.work/#/ikea/,https://www.tiagopinho.work/#/ikea/
#JENESUPPORTEPASLESBLEUS,2017,https://clios.com/awards/winner/public-relations/elle-s-imagine-nt/jenesupportepaslesbleus-29624,https://clios.com/awards/winner/public-relations/elle-s-imagine-nt/jenesupportepaslesbleus-29624,https://clios.com/awards/winner/public-relations/elle-s-imagine-nt/jenesupportepaslesbleus-29624
KEEPERS OF THE GAME,2017,https://tribecafilm.com/studios/keepers-of-the-game,https://tribecafilm.com/studios/keepers-of-the-game,https://tribecafilm.com/studios/keepers-of-the-game
MARRIAGE MARKET TAKEOVER,2017,https://forsman.co/work/sk-ii/change-destiny,https://forsman.co/work/sk-ii/change-destiny,https://www.forsman.com/work/sk-ii/change-destiny
MELANOMA MONSTERS,2017,https://guillermoaracena.com/project/print-ads,https://guillermoaracena.com/project/print-ads,https://www.guillermoaracena.com/project/print-ads
NO MORE BLACK TARGETS,2017,https://clios.com/awards/winner/brand-design/new-york-society-for-ethical-culture/no-more-black-targets-29168,https://clios.com/awards/winner/brand-design/new-york-society-for-ethical-culture/no-more-black-targets-29168,https://clios.com/awards/winner/brand-design/new-york-society-for-ethical-culture/no-more-black-targets-29168
NO ONE SHOULD HAVE NO ONE,2017,https://drum.co.uk/archives/work/no-one-should-have-no-one-at-christmas,https://drum.co.uk/archives/work/no-one-should-have-no-one-at-christmas,https://drum.co.uk/archives/work/no-one-should-have-no-one-at-christmas
ONE SOURCE: CAMPAIGN,2017,https://www.wpp.com/featured/work/2018/06/vml-absolut-one-source,https://www.wpp.com/featured/work/2018/06/vml-absolut-one-source,https://www.wpp.com/featured/work/2018/06/vml-absolut-one-source
OPEL SIGNALS,2017,https://www.jesusmorilla.com/opel-signals,https://www.jesusmorilla.com/opel-signals,https://www.jesusmorilla.com/opel-signals
OUTCAST INTERACTIVE TRAILER: “POSSESSION BEGINS”,2017,https://clios.com/entertainment/winner/television-streaming-digital-mobile-technique/cinemax-outcast/outcast-interactive-trailer-possession-begins-14134,https://clios.com/entertainment/winner/television-streaming-digital-mobile-technique/cinemax-outcast/outcast-interactive-trailer-possession-begins-14134,https://clios.com/entertainment/winner/television-streaming-digital-mobile-technique/cinemax-outcast/outcast-interactive-trailer-possession-begins-14134
"PARIS, BRITNEY, HARRY",2017,https://www.grey.africa/pf/duracell-radio-spots/,https://www.grey.africa/pf/duracell-radio-spots/,https://www.grey.africa/pf/duracell-radio-spots/
PORTRAIT COMPLETED,2017,https://www.nicolasmejia.com/kiwi-shoe-care,https://www.nicolasmejia.com/kiwi-shoe-care,https://nicomejia.com/kiwi-shoe-care
PROTECTING US,2017,https://www.marcelopadoca.com/new-page-40,https://www.marcelopadoca.com/new-page-40,https://www.marcelopadoca.com/new-page-40
QQ ALERT: HOPE NEVER DIES,2017,https://www.youtube.com/watch?v=4ZwJCTNT_Ps&ab_channel=XinYang,https://www.youtube.com/watch?v=4ZwJCTNT_Ps&ab_channel=XinYang,https://www.youtube.com/watch?v=4ZwJCTNT_Ps&ab_channel=XinYang
RADIO: COLLECTION OF POOPHEMISIMS,2017,https://sites.wpp.com/wppedcream/2017/advertising/radio/a-collection-of-poophemisims?c=74ac44fc-c773-45d5-a42c-51d025216eb3,https://sites.wpp.com/wppedcream/2017/advertising/radio/a-collection-of-poophemisims?c=74ac44fc-c773-45d5-a42c-51d025216eb3,https://sites.wpp.com/wppedcream/2017/advertising/radio/a-collection-of-poophemisims?c=74ac44fc-c773-45d5-a42c-51d025216eb3
RIMOWA ELECTRONIC TAG,2017,,https://clios.com/awards/winner/digital-mobile/rimowa/rimowa-electronic-tag-20917,https://clios.com/awards/winner/digital-mobile/rimowa/rimowa-electronic-tag-20917
"SAUNA, URINALS",2017,,https://www.lucianogriessi.com/volkswagen,https://www.lucianogriessi.com/volkswagen
SOUNDS OF CONQUEST,2017,https://clios.com/sports/winner/integrated-campaign/caixa-economica-federal/sounds-of-conquest-16665,https://clios.com/sports/winner/integrated-campaign/caixa-economica-federal/sounds-of-conquest-16665,https://clios.com/sports/winner/integrated-campaign/caixa-economica-federal/sounds-of-conquest-16665
TALKING HANDS THERAPY,2017,https://clios.com/health/winner/events-experiential-health-wellness/fumerac-fundaci%C3%B3n-mexicana-para-enfermos-reum%C3%A1ti/talking-hands-34022,https://clios.com/health/winner/events-experiential-health-wellness/fumerac-fundaci%C3%B3n-mexicana-para-enfermos-reum%C3%A1ti/talking-hands-34022,https://clios.com/health/winner/events-experiential-health-wellness/fumerac-fundaci%C3%B3n-mexicana-para-enfermos-reum%C3%A1ti/talking-hands-34022
THE APP YOU’LL BE GLAD YOU DON’T NEED,2017,https://clios.com/awards/winner/digital-mobile/united-we-dream/notifica-the-app-you-ll-be-glad-you-don-t-need--27657,https://clios.com/awards/winner/digital-mobile/united-we-dream/notifica-the-app-you-ll-be-glad-you-don-t-need--27657,https://clios.com/awards/winner/digital-mobile/united-we-dream/notifica-the-app-you-ll-be-glad-you-don-t-need--27657
THE BIGGEST SPORTS ENDORSEMENT DEAL OF ALL TIME,2017,https://clios.com/awards/winner/public-relations/archer-wolf-llc/the-biggest-sports-endorsement-deal-of-all-time-27592,https://clios.com/awards/winner/public-relations/archer-wolf-llc/the-biggest-sports-endorsement-deal-of-all-time-27592,https://clios.com/awards/winner/public-relations/archer-wolf-llc/the-biggest-sports-endorsement-deal-of-all-time-27592
THE BOX THAT KEEPS GIVING,2017,https://nelsparkman.com/Godiva-The-Box-That-Keeps-Giving,https://nelsparkman.com/Godiva-The-Box-That-Keeps-Giving,https://nelsparkman.com/Godiva-The-Box-That-Keeps-Giving
THE SHARED STORY OF HARRY AND AHMED,2017,https://www.dandad.org/awards/professional/2017/digital-marketing/26384/unicef-the-shared-story-of-harry-and-ahmed/,https://www.dandad.org/awards/professional/2017/digital-marketing/26384/unicef-the-shared-story-of-harry-and-ahmed/,https://www.dandad.org/awards/professional/2017/digital-marketing/26384/unicef-the-shared-story-of-harry-and-ahmed
THE SWIMMER,2017,https://www.adcn.nl/archives/zwemmer,https://www.adcn.nl/archives/zwemmer,https://www.adcn.nl/archives/zwemmer
THE SWIMMER,2017,,https://www.adcn.nl/archives/zwemmer,https://www.adcn.nl/archives/zwemmer
TIME TO GET OUT THERE,2017,https://ricardowolff.com/VOLKSWAGEN-SUVs,https://ricardowolff.com/VOLKSWAGEN-SUVs,https://ricardowolff.com/VOLKSWAGEN-SUVs
TOMCAT: FACEBOOK,2017,https://www.nickkaplan.com/FACEBOOK-NOT-LIVE,https://www.nickkaplan.com/FACEBOOK-NOT-LIVE,https://www.nickkaplan.com/FACEBOOK-NOT-LIVE
TRUMP,2017,https://www.youtube.com/watch?v=sYzLxHTV_tQ&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=sYzLxHTV_tQ&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=sYzLxHTV_tQ&ab_channel=TheTravelAwards
UNSUCCESSFUL TICKET SAMPLING,2017,https://ingostockholm.se/folkoperan.html,https://ingostockholm.se/folkoperan.html,https://ingostockholm.se/folkoperan
UNTIL WE ALL BELONG,2017,https://www.youtube.com/watch?v=FHqcfyXcjjU&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=FHqcfyXcjjU&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=FHqcfyXcjjU&ab_channel=TheTravelAwards
VAN GOGH’S BEDROOMS,2017,https://www.youtube.com/watch?v=UAdgxQjKX3k&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=UAdgxQjKX3k&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=UAdgxQjKX3k&ab_channel=TheTravelAwards
VENMO MICRO HACK,2017,http://www.fannyjosefsson.com/water-is-life,http://www.fannyjosefsson.com/water-is-life,http://www.fannyjosefsson.com/water-is-life
VISIT BRITAIN,2017,https://www.youtube.com/watch?v=5pTYlCFjt54&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=5pTYlCFjt54&ab_channel=TheTravelAwards,https://www.youtube.com/watch?v=5pTYlCFjt54&ab_channel=TheTravelAwards
3 PRETTY PLAYFUL MINUTES,2016,https://www.adsoftheworld.com/campaign/tic-tac-la-comunidad-05-2016,https://www.adsoftheworld.com/campaign/tic-tac-la-comunidad-05-2016,https://www.adsoftheworld.com/campaign/tic-tac-la-comunidad-05-2016
ANTI-RIVAL VACCINE,2016,https://sites.wpp.com/wppedcream/2016/advertising/promo_activation/anti_rival_vaccine/,https://sites.wpp.com/wppedcream/2016/advertising/promo_activation/anti_rival_vaccine/,https://sites.wpp.com/wppedcream/2016/advertising/promo_activation/anti_rival_vaccine/
CLOSE SHAVE STORIES,2016,https://sites.wpp.com/wppedcream/2016/advertising/radio/close_shave_stories/,https://sites.wpp.com/wppedcream/2016/advertising/radio/close_shave_stories/,https://sites.wpp.com/wppedcream/2016/advertising/radio/close_shave_stories/
"DUCK, SQUID, PIG",2016,https://www.adsoftheworld.com/campaign/sunlight-lowe-06-2016,https://www.adsoftheworld.com/campaign/sunlight-lowe-06-2016,https://www.adsoftheworld.com/campaign/sunlight-lowe-06-2016
EMERGENCY PIN CODE,2016,https://sites.wpp.com/wppedcream/2016/digital/emergency_pin_code,https://sites.wpp.com/wppedcream/2016/digital/emergency_pin_code,https://sites.wpp.com/wppedcream/2016/digital/emergency_pin_code
"FIRE, EMERGENCY, ROBBERY",2016,https://www.behance.net/gallery/38625923/Better-to-park-at-the-front-door,https://www.behance.net/gallery/38625923/Better-to-park-at-the-front-door,https://www.behance.net/gallery/38625923/Better-to-park-at-the-front-door
"FISH, CARDINAL, BABY, MILKMAN",2016,https://creativepool.com/jsragency/projects/carioca-studio-win-cannes-lions-for-babybel-,https://creativepool.com/jsragency/projects/carioca-studio-win-cannes-lions-for-babybel-,https://creativepool.com/jsragency/projects/carioca-studio-win-cannes-lions-for-babybel-
FREE THE KIDS,2016,https://www.mullenlowegroupuk.com/our-work/unilever-highlights-global-plight-of-childhood-play/,https://www.mullenlowegroupuk.com/our-work/unilever-highlights-global-plight-of-childhood-play/,https://www.mullenlowegroupuk.com/our-work/unilever-highlights-global-plight-of-childhood-play/
GAME OF THRONES SHAME,2016,https://kirano.me/portfolio/sky/,https://kirano.me/portfolio/sky/,https://kirano.me/portfolio/sky/
HCD RINK BINGO,2016,https://clios.com/awards/winner/engagement-experiential/hockey-club-davos/rink-bingo-13217,https://clios.com/awards/winner/engagement-experiential/hockey-club-davos/rink-bingo-13217,https://clios.com/awards/winner/engagement-experiential/hockey-club-davos/rink-bingo-13217
"HILL, LAMB, MORAN, BROOKES",2016,https://sites.wpp.com/wppedcream/2016/advertising/outdoor/the_journalist_campaign,https://sites.wpp.com/wppedcream/2016/advertising/outdoor/the_journalist_campaign,https://sites.wpp.com/wppedcream/2016/advertising/outdoor/the_journalist_campaign
#IAMMUSLIM,2016,https://www.vmlyr.com/en-za/south-africa/work/passop-iammuslim,https://www.vmlyr.com/en-za/south-africa/work/passop-iammuslim,https://www.vmlyr.com/en-za/south-africa/work/passop-iammuslim
IGUGU KHANYI,2016,https://www.youtube.com/watch?v=rVYd5rD6y3I&ab_channel=CellCSouthAfrica,https://www.youtube.com/watch?v=rVYd5rD6y3I&ab_channel=CellCSouthAfrica,https://www.youtube.com/watch?v=rVYd5rD6y3I&ab_channel=CellCSouthAfrica
IGUGU THEMBI,2016,https://www.youtube.com/watch?v=ZiAvyugaadg&ab_channel=CellCSouthAfrica,https://www.youtube.com/watch?v=ZiAvyugaadg&ab_channel=CellCSouthAfrica,https://www.youtube.com/watch?v=ZiAvyugaadg&ab_channel=CellCSouthAfrica
IKEA DECISIONS,2016,https://ricardowolff.com/IKEA-DECISIONS,https://ricardowolff.com/IKEA-DECISIONS,https://ricardowolff.com/IKEA-DECISIONS
ITV2,2016,https://clios.com/awards/winner/brand-design/itv/itv2-13485,https://clios.com/awards/winner/brand-design/itv/itv2-13485,https://clios.com/awards/winner/brand-design/itv/itv2-13485
"JABU, DARRYL",2016,https://clios.com/health/winner/film/cansa-the-cancer-association-of-south-africa/darryl-14591,https://clios.com/health/winner/film/cansa-the-cancer-association-of-south-africa/darryl-14591,https://clios.com/health/winner/film/cansa-the-cancer-association-of-south-africa/darryl-14591
JANE,2016,https://clios.com/music/winner/use-of-music/jane-12697,https://clios.com/music/winner/use-of-music/jane-12697,https://clios.com/music/winner/use-of-music/jane-12697
LAST,2016,https://www.youtube.com/watch?v=ptoi8BIdRRQ&ab_channel=nikeindia,https://www.youtube.com/watch?v=ptoi8BIdRRQ&ab_channel=nikeindia,https://www.youtube.com/watch?v=ptoi8BIdRRQ&ab_channel=nikeindia
"LAST ONE TO GET MARRIED, MOM AT 40",2016,https://sites.wpp.com/wppedcream/2016/advertising/radio/last_one_to_get_married_mom,https://sites.wpp.com/wppedcream/2016/advertising/radio/last_one_to_get_married_mom,https://sites.wpp.com/wppedcream/2016/advertising/radio/last_one_to_get_married_mom
MARGOT VS LILY,2016,http://www.darcieburrell.com/margot-vs-lily/2016/12/15/episode-4-trolls,http://www.darcieburrell.com/margot-vs-lily/2016/12/15/episode-4-trolls,https://www.darcieburrell.com/margot-vs-lily/2016/12/15/episode-4-trolls
MCTRAX,2016,https://www.adcn.nl/archives/mctrax,https://www.adcn.nl/archives/mctrax,https://www.adcn.nl/archives/mctrax
MEET HALFWAY,2016,http://aemile.com/17/project/paypal,http://aemile.com/17/project/paypal,http://aemile.com/17/project/paypal
"MERKEL, OBAMA, PUTIN, POPE",2016,https://sites.wpp.com/wppedcream/2016/advertising/print/merkel_obama_pope_putin_kim/,https://sites.wpp.com/wppedcream/2016/advertising/print/merkel_obama_pope_putin_kim/,https://sites.wpp.com/wppedcream/2016/advertising/print/merkel_obama_pope_putin_kim/
"ORIGINAL: SAMBA, BOSSA NOVA, FUTEBOL, PIER",2016,https://www.lucianolincoln.com/havaianas-1,https://www.lucianolincoln.com/havaianas-1,https://www.lucianolincoln.com/havaianas-1
OUT THERE,2016,https://clios.com/awards/winner/branded-content/canada-goose/out-there-13299,https://clios.com/awards/winner/branded-content/canada-goose/out-there-13299,https://clios.com/awards/winner/branded-content/canada-goose/out-there-13299
PROTEST,2016,https://www.adsoftheworld.com/campaign/prematek-ddb-05-2016,https://www.adsoftheworld.com/campaign/prematek-ddb-05-2016,https://www.adsoftheworld.com/campaign/prematek-ddb-05-2016
RAISING EYEBROWS AND SUBSCRIPTIONS,2016,https://www.impactproximity.com/work/raising-eyebrows-and-subscriptions,https://www.impactproximity.com/work/raising-eyebrows-and-subscriptions,https://www.impactproximity.com/work/raising-eyebrows-and-subscriptions
SAFETY INSTRUCTION,2016,https://clios.com/sports/winner/partnerships-sponsorships-endorsements/emirates-sl-benfica/sl-benfica-safety-instructions-12400,https://clios.com/sports/winner/partnerships-sponsorships-endorsements/emirates-sl-benfica/sl-benfica-safety-instructions-12400,https://clios.com/sports/winner/partnerships-sponsorships-endorsements/emirates-sl-benfica/sl-benfica-safety-instructions-12400
"SHOEMAKER, WATCHMAKER, KEYMAKER",2016,https://www.adsoftheworld.com/campaign/espn-africa-06-2016,https://www.adsoftheworld.com/campaign/espn-africa-06-2016,https://www.adsoftheworld.com/campaign/espn-africa-06-2016
SLUMS (HOUSING COLONIES) FOR WORMS,2016,https://clios.com/health/winner/out-of-home/zentel/slums-housing-colonies-for-worms-14642,https://clios.com/health/winner/out-of-home/zentel/slums-housing-colonies-for-worms-14642,https://clios.com/health/winner/out-of-home/zentel/slums-housing-colonies-for-worms-14642
STEP OUT,2016,https://sites.wpp.com/wppedcream/2016/advertising/outdoor/step_out,https://sites.wpp.com/wppedcream/2016/advertising/outdoor/step_out,https://sites.wpp.com/wppedcream/2016/advertising/outdoor/step_out
"STUDENT, GAMEBOY, PAINTER",2016,https://www.adsoftheworld.com/campaign/xalatan-mccann-04-2016,https://www.adsoftheworld.com/campaign/xalatan-mccann-04-2016,https://www.adsoftheworld.com/campaign/xalatan-mccann-04-2016
THE BARBWIRE CAMPAIGN,2016,https://clios.com/awards/winner/brand-design/amnesty-international/the-barbwire-campaign-12886,https://clios.com/awards/winner/brand-design/amnesty-international/the-barbwire-campaign-12886,https://clios.com/awards/winner/brand-design/amnesty-international/the-barbwire-campaign-12886
THE BULLET PEN,2016,https://clios.com/awards/winner/public-relations/the-bulletpen-12870,https://clios.com/awards/winner/public-relations/the-bulletpen-12870,https://clios.com/awards/winner/public-relations/the-bulletpen-12870
THE DILEMMA,2016,https://clios.com/sports/winner/partnerships-sponsorships-endorsements/heineken/the-dilemma-12530,https://clios.com/sports/winner/partnerships-sponsorships-endorsements/heineken/the-dilemma-12530,https://clios.com/sports/winner/partnerships-sponsorships-endorsements/heineken/the-dilemma-12530
THE FULL STORY,2016,https://www.adcn.nl/archives/the-full-story,https://www.adcn.nl/archives/the-full-story,https://www.adcn.nl/archives/the-full-story
THE SAB SPIKE DETECTOR COASTER,2016,https://sites.wpp.com/wppedcream/2016/direct/ambient/the_sab_spike_detector_coaster,https://sites.wpp.com/wppedcream/2016/direct/ambient/the_sab_spike_detector_coaster,https://sites.wpp.com/wppedcream/2016/direct/ambient/the_sab_spike_detector_coaster
