id,case_name,brand,agency,year,current_award_category,current_category_bucket,suggested_category_bucket,confidence,evidence_signal,outbound_url,source_url
2004-now-wash-your-hands-national-phobics-society,NOW WASH YOUR HANDS,NATIONAL PHOBICS SOCIETY,HARRISON TROUGHTON WUNDERMAN LONDON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=S9VjeIWLnEg,https://lovetheworkmore.com/2004-2/
2004-part-good-part-bad-axe,PART GOOD PART BAD,AXE,BBH NEW YORK,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=V7cLRgVhWTo,https://lovetheworkmore.com/2004-2/
2004-perfect-partner-habitat,PERFECT PARTNER,HABITAT,EHSBRANN LONDON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=yn-Dpgl467Y,https://lovetheworkmore.com/2004-2/
2004-perfectly-organized-bisley,PERFECTLY ORGANIZED,BISLEY,KOLLE REBBE HAMBURG,2004,,,Print,0.9,\b(print|press|newspaper|magazine|poster|billboard)\b,https://thisisnotadvertising.wordpress.com/2011/10/03/kolle-rebbe-werbeagentur-for-bisley-20032006-perfectly-organised/,https://lovetheworkmore.com/2004-2/
2004-plasma-inserts-panasonic,PLASMA INSERTS,PANASONIC,BBDO WELLINGTON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=IzCe5o_qF0k,https://lovetheworkmore.com/2004-2/
2004-plastic-surgery-virgin,PLASTIC SURGERY,VIRGIN,ILEO SYDNEY,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=X4Hd4UycmO4,https://lovetheworkmore.com/2004-2/
2004-please-bring-me-crunchy-bites-masterfoods,PLEASE BRING ME CRUNCHY BITES,MASTERFOODS,PROXIMITY PORTUGAL LISBON,2004,,,Film,0.45,fallback_default,https://drive.google.com/file/d/1A_mexAZ6ZicqwX98NNVzrcn-4wMI2ixg/view?usp=drive_link,https://lovetheworkmore.com/2004-2/
2004-plug-in-the-video-game-fill-the-stapler-big-picture-mobile-phone-diesel,"PLUG IN THE VIDEO GAME, FILL THE STAPLER, BIG PICTURE, MOBILE PHONE",DIESEL,DIESEL MOLVENA,2004,,,Film,0.45,fallback_default,https://drive.google.com/drive/folders/1Bf32jxDKlJsQtHjOcJiBe_ErIeSqfI-e?usp=drive_link,https://lovetheworkmore.com/2004-2/
2004-polaroid-tam-airlines,POLAROID,TAM AIRLINES,DDB SÃO PAULO,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=lxSljgwcyGQ,https://lovetheworkmore.com/2004-2/
2004-rabobank-internet-rabobank,RABOBANK INTERNET,RABOBANK,RAPP COLLINS AMSTERDAM,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=_WzAt525CE4,https://lovetheworkmore.com/2004-2/
2004-roommates-friends-husband-dad-spca,"ROOMMATES, FRIENDS, HUSBAND, DAD",SPCA,DDB VANCOUVER,2004,,,Film,0.45,fallback_default,http://paullittleportfolio.com/#/spca/,https://lovetheworkmore.com/2004-2/
2004-save-trees-american-express,SAVE TREES,AMERICAN EXPRESS,OGILVYONE LONDON,2004,,,Direct,0.85,\b(direct|direct-marketing|mailer|dm)\b,https://adsspot.me/media/direct-marketing/american-express-save-trees-d9c80288e5d2,https://lovetheworkmore.com/2004-2/
2004-scent-strip-st-mungo-s,SCENT STRIP,ST MUNGO’S,SAATCHI & SAATCHI LONDON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=xyNSa8QM-i4,https://lovetheworkmore.com/2004-2/
2004-sean-herbert-sky-heineken,"SEAN, HERBERT, SKY",HEINEKEN,LEO BURNETT SYDNEY,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=Kz17FpHULwA,https://lovetheworkmore.com/2004-2/
2004-shark-national-geographic,SHARK,NATIONAL GEOGRAPHIC,AMSTERDAM ADVERTISING,2004,,,Film,0.45,fallback_default,https://www.adsoftheworld.com/campaigns/bus-32e787ba-0a5d-4505-bf5d-10e065cf0624,https://lovetheworkmore.com/2004-2/
2004-small-dick-nz-girl,SMALL DICK,NZ GIRL,DDB AUCKLAND,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=eUAvLhTvq5E,https://lovetheworkmore.com/2004-2/
2004-soldier-child-execution-torture-prisoner-amnesty-international,"SOLDIER CHILD, EXECUTION, TORTURE, PRISONER",AMNESTY INTERNATIONAL,BBDO MADRID,2004,,,Film,0.45,fallback_default,https://www.adsoftheworld.com/campaigns/child-soldiers,https://lovetheworkmore.com/2004-2/
2004-soul-mates-audi-a3,SOUL MATES,AUDI A3,PROXIMITY MADRID,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=uCsxsO6fo00,https://lovetheworkmore.com/2004-2/
2004-status-match-star-alliance,STATUS MATCH,STAR ALLIANCE,HARRISON TROUGHTON WUNDERMAN LONDON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=dyguVxKJxPg,https://lovetheworkmore.com/2004-2/
2004-stories-about-my-grandchildren-my-wife-doesn-t-understand-me-photocopier-salesman-virgin,"STORIES ABOUT MY GRANDCHILDREN, MY WIFE DOESN’T UNDERSTAND ME, PHOTOCOPIER SALESMAN",VIRGIN,BBDO JOHANNESBURG,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=C50cB1icJZU,https://lovetheworkmore.com/2004-2/
2004-tarantino-polanski-lynch-filmgalerie-451,TARANTINO POLANSKI LYNCH,FILMGALERIE 451,SCHOLZ & FRIENDS BERLIN,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=E8Q4h3SQmD8,https://lovetheworkmore.com/2004-2/
2004-tree-the-costume-s-house,TREE,THE COSTUME’S HOUSE,QUORUM/NAZCA SAATCHI & SAATCHI LIMA,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=D9-AMlS-Okc,https://lovetheworkmore.com/2004-2/
2004-truck-hands-dhl,"TRUCK, HANDS",DHL,JUNG VON MATT HAMBURG,2004,,,Print,0.9,\b(print|press|newspaper|magazine|poster|billboard)\b,https://www.dandad.org/awards/professional/2004/non-english-language-press-advertising/13652/kidnapped/,https://lovetheworkmore.com/2004-2/
2004-try-k2r-k2r,TRY K2R,K2R,TBWA\PARIS BOULOGNE-BILLANCOURT,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=ibTxMvCZpFI&amp;ab_channel=GCCarvalho,https://lovetheworkmore.com/2004-2/
2004-tyre-dunlop,TYRE,DUNLOP,CLEMENGER BBDO DIRECT WELLINGTON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=7jCgaDnC1Ds,https://lovetheworkmore.com/2004-2/
2004-unilever-sculptures-maismercado,UNILEVER SCULPTURES,MAISMERCADO,MAISMERCADO LISBON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=9ngotluLgM8,https://lovetheworkmore.com/2004-2/
2004-vectra-estate-launch-vauxhall,VECTRA ESTATE LAUNCH,VAUXHALL,TBWA\GGT LONDON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=EjuH2K9cmf8,https://lovetheworkmore.com/2004-2/
2004-vidal-sassoon-branding-vidal-sassoon,VIDAL SASSOON BRANDING,VIDAL SASSOON,STARCOM TOKYO,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=qHDDyOb7E6A,https://lovetheworkmore.com/2004-2/
2004-vw-looking-up-volkswagen,VW LOOKING UP,VOLKSWAGEN,PROXIMITY LONDON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=QUZGKFlmf8A,https://lovetheworkmore.com/2004-2/
2004-vw-spells-safety-volkswagen,VW SPELLS SAFETY,VOLKSWAGEN,PROXIMITY LONDON,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=giGwlvsXPt4,https://lovetheworkmore.com/2004-2/
2004-wall-banner-gondola-us-army,"WALL, BANNER, GONDOLA",US ARMY,LEO BURNETT CHICAGO,2004,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=5k5GBwN8yX4,https://lovetheworkmore.com/2004-2/
2004-wrinkles-hands-buena-vista,"WRINKLES, HANDS",BUENA VISTA,SAATCHI & SAATCHI BUENOS AIRES,2004,,,Film,0.45,fallback_default,https://www.adsoftheworld.com/campaigns/eyes-3108d452-4c4b-47bf-b8a6-715045b43087,https://lovetheworkmore.com/2004-2/
2005-10000-meters-simavi,10000 METERS,SIMAVI,REDCELL NOT JUST FILM AMSTERDAM,2005,,,Film,0.45,fallback_default,https://drive.google.com/drive/folders/1nvwSwNDW1GlEhZB8ngZS2bbW6tVmnuZX?usp=sharing,https://lovetheworkmore.com/2005-2/
2005-3-hours-heinz,3 HOURS,HEINZ,LEO BURNETT MUMBAI,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=keOaQm6RpBg,https://lovetheworkmore.com/2005-2/
2005-beard-mouth-no-arms-thorn-ring-ylat,"BEARD, MOUTH, NO ARMS, THORN RING",YLAT,TBWA BOULOGNE-BILLANCOURT,2005,,,Film,0.45,fallback_default,https://drive.google.com/drive/folders/1TrHsfsBlybFo2n4ahifWQQsDe4SZV-v4?usp=sharing,https://lovetheworkmore.com/2005-2/
2005-blanket-doctors-without-borders,BLANKET,DOCTORS WITHOUT BORDERS,DUVAL GUILLAUME BRUSSELS,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=CBQiK-kA56U,https://lovetheworkmore.com/2005-2/
2005-bracket-volvo,BRACKET,VOLVO,FORSMAN & BODENFORS GOTHENBURG,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=6CyHHBI2umY,https://lovetheworkmore.com/2005-2/
2005-braille-dexia,BRAILLE,DEXIA,DUVAL GUILLAUME BRUSSELS,2005,,,Film,0.45,fallback_default,https://www.shots.net/news/view/24974-dexia-braille,https://lovetheworkmore.com/2005-2/
2005-brazil-somalia-usa-china-angola-grande-reportagem-magazine,"BRAZIL, SOMALIA, USA, CHINA, ANGOLA",GRANDE REPORTAGEM MAGAZINE,FOOTE CONE & BELDING LISBON,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=A4l_wHA8kvk,https://lovetheworkmore.com/2005-2/
2005-butterfly-children-debra-austria,BUTTERFLY CHILDREN,DEBRA AUSTRIA,OGILVY VIENNA,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=r1PYiPqm_gE,https://lovetheworkmore.com/2005-2/
2005-chaplin-churchill-newton-anglican-welfare-council,"CHAPLIN, CHURCHILL, NEWTON",ANGLICAN WELFARE COUNCIL,OGILVY SINGAPORE,2005,,,Film,0.45,fallback_default,https://www.eugenecheong.com/anglican-welfare-council,https://lovetheworkmore.com/2005-2/
2005-chinese-restaurant-tree-garden-accounting-group-removals-truck-taxi-west-de-telefoongids,"CHINESE RESTAURANT, TREE & GARDEN, ACCOUNTING GROUP, REMOVALS TRUCK, TAXI WEST",DE TELEFOONGIDS,N=5 AMSTERDAM,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=-19htryPk1E,https://lovetheworkmore.com/2005-2/
2005-come-clean-method,COME CLEAN,METHOD,CP+B MIAMI,2005,,,Digital,0.85,\b(digital|interactive|website|web|app|mobile)\b,http://briantierney.squarespace.com/window,https://lovetheworkmore.com/2005-2/
2005-corletto-training-nike,CORLETTO TRAINING,NIKE,BBDO BUENOS AIRES,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=nSP75VIgQek,https://lovetheworkmore.com/2005-2/
2005-couples-volkswagen,COUPLES,VOLKSWAGEN,BBDO SÃO PAULO,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=0NlPZfPZVnU,https://lovetheworkmore.com/2005-2/
2005-crowd-car-famous-umbro,"CROWD, CAR, FAMOUS",UMBRO,NEOGAMA SÃO PAULO,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=sJ9uF8XeC-o,https://lovetheworkmore.com/2005-2/
2005-for-boys-who-were-always-men-volkswagen,FOR BOYS WHO WERE ALWAYS MEN,VOLKSWAGEN,DDB BERLIN,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=O-M8cqWccdw,https://lovetheworkmore.com/2005-2/
2005-give-red-cross,GIVE,RED CROSS,JWT CHENNAI,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=6S1M1NxfjvY,https://lovetheworkmore.com/2005-2/
2005-grip-pads-towels-axe,"GRIP PADS, TOWELS",AXE,BBH NEW YORK,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=V7cLRgVhWTo,https://lovetheworkmore.com/2005-2/
2005-handkerchief-volkswagen,HANDKERCHIEF,VOLKSWAGEN,BBDO SÃO PAULO,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=mY4IJ25dNDY,https://lovetheworkmore.com/2005-2/
2005-heart-exchange-and-mart,HEART,EXCHANGE AND MART,JWT LONDON,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=ou2OKHVuneQ,https://lovetheworkmore.com/2005-2/
2005-kid-lady-forest-pedigree,"KID, LADY, FOREST",PEDIGREE,TBWA\BOULOGNE-BILLANCOURT,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=6XI10h1mcQ4,https://lovetheworkmore.com/2005-2/
2005-living-room-bedroom-ddb,"LIVING ROOM, BEDROOM",DDB,DDB VANCOUVER,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=sQxs25LLmQg,https://lovetheworkmore.com/2005-2/
2005-main-cause-of-blindness-fundacao-eye-care,MAIN CAUSE OF BLINDNESS,FUNDACAO EYE CARE,BBDO SÃO PAULO,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=neK3H_B26Io,https://lovetheworkmore.com/2005-2/
2005-montreal-city-urban-operator-madeinmtl,MONTREAL CITY URBAN OPERATOR,MADEINMTL,BLUESPONGE MONTREAL,2005,,,Design,0.85,\b(design|identity|branding|packaging)\b,https://www.commarts.com/project/22616/madeinmtl-the-urban-operator,https://lovetheworkmore.com/2005-2/
2005-paperclip-sony,PAPERCLIP,SONY,TONIC INTERNATIONAL DUBAI,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=4LswQfogv7s,https://lovetheworkmore.com/2005-2/
2005-pendulum-time,PENDULUM,TIME,FALLON USA,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=02w9lSii_Hs,https://lovetheworkmore.com/2005-2/
2005-peru-thailand-vietnam-india-foundation-ramon-rubial,"PERU, THAILAND, VIETNAM, INDIA",FOUNDATION RAMON RUBIAL,JWT BARCELONA,2005,,,Film,0.45,fallback_default,https://www.adsoftheworld.com/campaigns/india-c01f2574-b2b7-4ccc-8b16-a2b2cacd4c50,https://lovetheworkmore.com/2005-2/
2005-police-officer-exam-cheat-note-reckitt-benckiser,"POLICE OFFICER, EXAM CHEAT NOTE",RECKITT BENCKISER,THE JUPITER DRAWING ROOM JOHANNESBURG,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=582ebSpSt3g,https://lovetheworkmore.com/2005-2/
2005-read-it-before-hollywood-does-national-library,READ IT BEFORE HOLLYWOOD DOES,NATIONAL LIBRARY,LEO BURNETT PRAGUE,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=FlKMlGP9N6Y,https://lovetheworkmore.com/2005-2/
2005-run-companhia-athletica,RUN,COMPANHIA ATHLETICA,DDB SÃO PAULO,2005,,,Film,0.45,fallback_default,https://www.mmazzariol.com/run,https://lovetheworkmore.com/2005-2/
2005-sam-che-skull-wickbold,"SAM, CHE, SKULL",WICKBOLD,PBC COMUNICACAO SÃO PAULO,2005,,,Film,0.45,fallback_default,https://drive.google.com/drive/folders/1-noDebYrfz5RohxVgTeSQtQLNChAjl1t?usp=sharing,https://lovetheworkmore.com/2005-2/
2005-smoking-orang-utan-ape-casualties-leopard-officer-lizard-retreating-oroverde,"SMOKING ORANG UTAN, APE CASUALTIES, LEOPARD OFFICER, LIZARD RETREATING",OROVERDE,OGILVY FRANKFURT,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=R37Ve7pTOyA,https://lovetheworkmore.com/2005-2/
2005-soldier-karate-spy-ephydrol,"SOLDIER, KARATE, SPY",EPHYDROL,TBWA\BOULOGNE-BILLANCOURT,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=PZ-h_Ho0TSU,https://lovetheworkmore.com/2005-2/
2005-sounds-of-summer-mercedes-benz,SOUNDS OF SUMMER,MERCEDES BENZ,SPRINGER & JACOBY WERBUNG HAMBURG,2005,,,Film,0.45,fallback_default,https://www.adsoftheworld.com/campaigns/sounds-of-summer,https://lovetheworkmore.com/2005-2/
2005-station-main-square-bel-group,"STATION, MAIN SQUARE",BEL GROUP,SAATCHI & SAATCHI MADRID,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=abj9rKS1RqY,https://lovetheworkmore.com/2005-2/
2005-the-guitar-a-star-the-princess-talk-talk,"THE GUITAR, A STAR, THE PRINCESS",TALK TALK,BBDO SÃO PAULO,2005,,,Film,0.45,fallback_default,https://drive.google.com/drive/folders/1TbN6oXoERvz6Lkv7syz0lEK2ENimny-Q?usp=sharing,https://lovetheworkmore.com/2005-2/
2005-the-race-charal,THE RACE,CHARAL,LEO BURNETT PARIS,2005,,,Print,0.9,\b(print|press|newspaper|magazine|poster|billboard)\b,https://www.luerzersarchive.com/en/magazine/commercial-detail/charal-31671.html,https://lovetheworkmore.com/2005-2/
2005-the-squeeze-espn-miller-lite,THE SQUEEZE,ESPN/MILLER LITE,HEADQUARTERS NEW YORK,2005,,,Film,0.45,fallback_default,https://seanvij.com/work#/thesqueeze/,https://lovetheworkmore.com/2005-2/
2005-ugoff-burger-king,UGOFF,BURGER KING,CP+B MIAMI,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=aJUhfea3gIM,https://lovetheworkmore.com/2005-2/
2005-wading-depth-volkswagen,WADING DEPTH,VOLKSWAGEN,GRABARZ & PARTNER HAMBURG,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=b8HxTtlAFwk,https://lovetheworkmore.com/2005-2/
2005-well-spontex,WELL,SPONTEX,TBWA\BOULOGNE-BILLANCOURT,2005,,,Film,0.75,\b(film|tv commercial|video|cinema|case study|vimeo|youtube)\b,https://www.youtube.com/watch?v=sOvIx6KYyNE,https://lovetheworkmore.com/2005-2/
